  id  |      nome      | total | qtdVotos | votos1 | votos2 | votos3 | votos4 | votos5 | votos6 | votos7 | votos8 | votos9 |         createdAt          |         updatedAt          |    votosmedia    | likePos | likeNeg 
 2161 | distante       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.962-04 | 2017-04-13 14:18:24.121-04 |                3 |       0 |       0
 2101 | especial       |    16 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 | 2017-04-10 12:57:40.926-04 | 2017-04-13 14:22:15.435-04 |                8 |       0 |       0
 2191 | extraordinário |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:40.982-04 | 2017-04-13 14:29:26.768-04 |                9 |       0 |       0
 2116 | perfeito       |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:40.937-04 | 2017-04-13 14:36:21.237-04 |                9 |       0 |       0
 2146 | nervoso        |     8 |        3 |      0 |      1 |      2 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.944-04 | 2017-04-17 13:04:54.436-04 | 2.66666666666667 |       0 |       0
 2386 | doloroso       |     6 |        2 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.016-04 | 2017-04-14 10:59:01.443-04 |                3 |       0 |       0
 2205 | cinzento       |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.984-04 | 2017-04-14 11:02:14.268-04 |              3.5 |       0 |       0
 2112 | chamado        |     6 |        2 |      1 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.936-04 | 2017-04-13 13:29:55.656-04 |                3 |       0 |       0
 2063 | bonito         |    18 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      2 | 2017-04-10 12:57:40.91-04  | 2017-04-13 11:33:52.49-04  |                9 |       0 |       0
 2226 | local          |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.988-04 | 2017-04-13 14:19:17.608-04 |                3 |       0 |       0
 2182 | simpático      |    13 |        2 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:40.981-04 | 2017-04-15 08:16:53.194-04 |              6.5 |       0 |       0
 2321 | farto          |    10 |        3 |      0 |      0 |      2 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.007-04 | 2017-04-17 13:15:17.54-04  | 3.33333333333333 |       0 |       0
 2083 | terrível       |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.92-04  | 2017-04-17 13:15:32.441-04 |              2.5 |       0 |       0
 2102 | rápido         |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      1 | 2017-04-10 12:57:40.928-04 | 2017-04-13 13:01:04.885-04 |              7.5 |       0 |       0
 2088 | preto          |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.921-04 | 2017-04-13 15:19:59.677-04 |                3 |       0 |       0
 2272 | moral          |    21 |        3 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      0 |      1 | 2017-04-10 12:57:41.001-04 | 2017-04-13 13:29:26.139-04 |                7 |       0 |       0
 2389 | urgente        |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.016-04 | 2017-04-13 14:18:34.793-04 |              2.5 |       0 |       0
 2147 | má             |     5 |        3 |      2 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.944-04 | 2017-04-13 14:19:39.595-04 | 1.66666666666667 |       0 |       0
 2254 | estúpido       |    11 |        4 |      1 |      0 |      2 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.999-04 | 2017-04-14 11:02:45.534-04 |             2.75 |       0 |       0
 2058 | mau            |     5 |        3 |      2 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.908-04 | 2017-04-13 15:10:51.478-04 | 1.66666666666667 |       0 |       0
 2068 | belo           |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      1 | 2017-04-10 12:57:40.912-04 | 2017-04-14 10:58:46.324-04 |              7.5 |       0 |       0
 2187 | violento       |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.981-04 | 2017-04-15 08:03:24.305-04 |                1 |       0 |       0
 2211 | disposto       |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:40.986-04 | 2017-04-15 08:04:13.556-04 |              6.5 |       0 |       0
 2192 | vulgar         |     4 |        2 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.982-04 | 2017-04-17 13:12:53.547-04 |                2 |       0 |       0
 2370 | maldito        |     5 |        3 |      2 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.014-04 | 2017-04-28 14:02:58.883-04 | 1.66666666666667 |       0 |       0
 2162 | maravilhoso    |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:40.962-04 | 2017-04-28 14:03:40.753-04 |                9 |       0 |       0
 2299 | desagradável   |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.005-04 | 2017-04-13 14:26:22.463-04 |                2 |       0 |       0
 2398 | legal          |    32 |        4 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 |      2 | 2017-04-10 12:57:41.017-04 | 2017-04-14 11:03:37.304-04 |                8 |       0 |       0
 2379 | casado         |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.015-04 | 2017-04-17 13:09:02.752-04 |                9 |       0 |       0
 2435 | afastado       |     7 |        2 |      0 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.033-04 | 2017-04-13 13:00:17.719-04 |              3.5 |       0 |       0
 2324 | nobre          |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.008-04 | 2017-04-13 11:28:02.132-04 |                7 |       0 |       0
 2307 | generoso       |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.006-04 | 2017-04-13 15:34:51.058-04 |                8 |       0 |       0
 2287 | amável         |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.003-04 | 2017-04-13 13:27:51.407-04 |                8 |       0 |       0
 2445 | grosseiro      |     7 |        3 |      1 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.035-04 | 2017-04-13 13:00:51.972-04 | 2.33333333333333 |       0 |       0
 2363 | confiante      |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.013-04 | 2017-04-13 12:22:59.059-04 |                7 |       0 |       0
 2341 | solene         |    14 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      0 | 2017-04-10 12:57:41.01-04  | 2017-04-15 08:03:34.057-04 |                7 |       0 |       0
 2329 | amoroso        |    17 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 | 2017-04-10 12:57:41.008-04 | 2017-04-14 11:05:12.967-04 |              8.5 |       1 |       0
 2365 | zangado        |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.013-04 | 2017-04-13 14:17:39.619-04 |                1 |       0 |       0
 2332 | severo         |     8 |        3 |      1 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.009-04 | 2017-04-13 14:22:03.538-04 | 2.66666666666667 |       0 |       0
 2349 | confortável    |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.011-04 | 2017-04-13 14:28:31.457-04 |                8 |       0 |       0
 2459 | histórico      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.038-04 | 2017-04-13 14:30:35.59-04  |                2 |       0 |       0
 2309 | atento         |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.006-04 | 2017-04-14 11:02:01.624-04 |              6.5 |       0 |       0
 2269 | barato         |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.001-04 | 2017-04-17 12:25:50.893-04 |                7 |       0 |       0
 2425 | nítido         |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.025-04 | 2017-04-13 14:31:47.562-04 |              6.5 |       0 |       0
 2360 | elevado        |    21 |        3 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      1 |      0 | 2017-04-10 12:57:41.012-04 | 2017-04-14 11:03:51.281-04 |                7 |       0 |       0
 2374 | incrível       |    18 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      2 | 2017-04-10 12:57:41.014-04 | 2017-04-14 10:53:30.396-04 |                9 |       0 |       0
 2274 | indiferente    |    10 |        3 |      0 |      1 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.001-04 | 2017-04-14 10:57:14.525-04 | 3.33333333333333 |       0 |       0
 2304 | mágico         |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.005-04 | 2017-04-14 10:58:25.109-04 |                9 |       0 |       0
 2241 | engraçado      |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:40.997-04 | 2017-04-14 11:01:30.837-04 |                7 |       0 |       0
 2302 | assustado      |     8 |        3 |      0 |      1 |      2 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.005-04 | 2017-04-17 13:06:04.303-04 | 2.66666666666667 |       0 |       0
 2350 | banal          |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.011-04 | 2017-04-12 14:39:46.566-04 |                3 |       0 |       0
 2424 | responsável    |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.024-04 | 2017-04-12 14:40:00.178-04 |                8 |       0 |       0
 2364 | aflito         |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.013-04 | 2017-04-13 11:33:02.937-04 |              2.5 |       0 |       0
 2323 | oculto         |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.008-04 | 2017-04-13 12:15:50.759-04 |                3 |       0 |       0
 2255 | perigoso       |    11 |        4 |      1 |      1 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:40.999-04 | 2017-04-14 11:01:27.809-04 |             2.75 |       0 |       0
 2298 | divertido      |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.004-04 | 2017-04-13 12:59:37.9-04   |                8 |       0 |       0
 2245 | determinado    |    17 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 | 2017-04-10 12:57:40.997-04 | 2017-04-13 12:14:59.143-04 |              8.5 |       0 |       0
 2482 | ilustre        |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.041-04 | 2017-04-14 11:01:15.382-04 |                8 |       0 |       0
 2308 | encantador     |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.006-04 | 2017-04-13 12:19:53.541-04 |                7 |       0 |       0
 2507 | piedoso        |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.045-04 | 2017-04-14 02:17:37.702-04 |                7 |       0 |       0
 2502 | abatido        |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.044-04 | 2017-04-13 14:24:24.148-04 |                2 |       0 |       0
 2522 | saudável       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.048-04 | 2017-04-14 11:03:30.477-04 |                7 |       0 |       0
 2487 | apaixonado     |    38 |        5 |      0 |      0 |      0 |      0 |      0 |      1 |      2 |      0 |      2 | 2017-04-10 12:57:41.042-04 | 2017-04-14 02:17:26.013-04 |              7.6 |       0 |       0
 2596 | perturbador    |     5 |        2 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.061-04 | 2017-04-14 10:56:19.121-04 |              2.5 |       0 |       0
 2415 | tremendo       |    13 |        2 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.02-04  | 2017-04-14 11:01:19.279-04 |              6.5 |       0 |       0
 2420 | desconfiado    |     6 |        2 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.02-04  | 2017-04-15 08:03:15.636-04 |                3 |       0 |       0
 2412 | atrasado       |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.019-04 | 2017-04-13 11:26:29.342-04 |                1 |       0 |       0
 2402 | ausente        |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.018-04 | 2017-04-14 11:03:45.293-04 |              3.5 |       0 |       0
 2429 | essencial      |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.025-04 | 2017-04-13 11:33:59.036-04 |                9 |       0 |       0
 2465 | europeu        |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.039-04 | 2017-04-13 11:27:37.199-04 |                7 |       0 |       0
 2407 | melancólico    |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.019-04 | 2017-04-13 11:28:36.945-04 |                3 |       0 |       0
 2484 | gentil         |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.042-04 | 2017-04-15 08:05:04.354-04 |              7.5 |       0 |       0
 2593 | sorridente     |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.06-04  | 2017-04-28 14:03:08.28-04  |                8 |       0 |       0
 2394 | querido        |    16 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 | 2017-04-10 12:57:41.017-04 | 2017-04-13 12:22:09.418-04 |                8 |       0 |       0
 2498 | extremo        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.044-04 | 2017-04-13 13:00:39.474-04 |                3 |       0 |       0
 2557 | enganado       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.054-04 | 2017-04-13 13:29:12.882-04 |                7 |       0 |       0
 2458 | indignado      |     3 |        2 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.037-04 | 2017-04-13 13:29:46.472-04 |              1.5 |       0 |       0
 2533 | fascinado      |    14 |        2 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.05-04  | 2017-04-13 15:21:05.335-04 |                7 |       0 |       0
 2528 | lustroso       |    14 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      0 | 2017-04-10 12:57:41.049-04 | 2017-04-13 14:17:10.968-04 |                7 |       0 |       0
 2460 | gracioso       |    14 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 |      0 | 2017-04-10 12:57:41.038-04 | 2017-04-14 02:14:03.762-04 |                7 |       0 |       0
 2448 | admirável      |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.035-04 | 2017-04-13 14:31:03.657-04 |                9 |       0 |       0
 2514 | fiel           |    32 |        4 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      2 | 2017-04-10 12:57:41.046-04 | 2017-04-13 15:11:11.797-04 |                8 |       0 |       0
 2468 | atraente       |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.04-04  | 2017-04-15 08:17:32.743-04 |              7.5 |       0 |       0
 2504 | valioso        |    21 |        3 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      1 |      0 | 2017-04-10 12:57:41.045-04 | 2017-04-14 10:53:08.628-04 |                7 |       0 |       0
 2537 | distraído      |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.05-04  | 2017-04-17 13:05:00.958-04 |                3 |       0 |       0
 2483 | hesitante      |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.042-04 | 2017-04-14 10:56:59.358-04 |              3.5 |       0 |       0
 2493 | perturbado     |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.043-04 | 2017-04-28 14:03:36.643-04 |              2.5 |       0 |       0
 2611 | bizarro        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.064-04 | 2017-04-13 12:24:03.829-04 |                3 |       0 |       0
 2466 | deprimido      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.039-04 | 2017-04-17 13:06:16.385-04 |                2 |       0 |       0
 2442 | remoto         |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.034-04 | 2017-04-13 11:27:07.065-04 |                7 |       0 |       0
 2751 | positivo       |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.088-04 | 2017-04-13 11:31:47.486-04 |                9 |       0 |       0
 2620 | heróico        |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.065-04 | 2017-04-13 12:11:37.723-04 |                7 |       0 |       0
 2577 | tonto          |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.057-04 | 2017-04-13 14:25:42.075-04 |                3 |       0 |       0
 2510 | incerto        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.046-04 | 2017-04-13 11:33:21.738-04 |                3 |       0 |       0
 2690 | leal           |    25 |        3 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      1 | 2017-04-10 12:57:41.077-04 | 2017-04-17 13:07:57.84-04  | 8.33333333333333 |       0 |       0
 2413 | assustador     |     2 |        2 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.019-04 | 2017-04-17 13:05:16.453-04 |                1 |       0 |       0
 2408 | envergonhado   |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.019-04 | 2017-04-13 12:12:04.275-04 |                3 |       0 |       0
 2446 | dramático      |    11 |        3 |      0 |      0 |      1 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.035-04 | 2017-04-14 10:51:23.148-04 | 3.66666666666667 |       0 |       0
 2515 | excitante      |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.047-04 | 2017-04-13 12:22:26.494-04 |                7 |       0 |       0
 2635 | respeitável    |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.068-04 | 2017-04-17 13:13:00.909-04 |                7 |       0 |       0
 2495 | limpo          |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.043-04 | 2017-04-13 13:29:28.445-04 |                9 |       0 |       0
 2700 | disperso       |    19 |        5 |      0 |      1 |      1 |      1 |      2 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.079-04 | 2017-04-13 14:18:07.304-04 |              3.8 |       0 |       0
 2730 | duvidoso       |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.084-04 | 2017-04-14 10:58:18.992-04 |                2 |       0 |       0
 2529 | isolado        |     9 |        3 |      1 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.049-04 | 2017-04-13 14:29:22.129-04 |                3 |       0 |       0
 2655 | rude           |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.071-04 | 2017-04-13 14:29:50.947-04 |                1 |       0 |       0
 2418 | miserável      |     4 |        3 |      2 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.02-04  | 2017-04-13 14:29:55.575-04 | 1.33333333333333 |       0 |       0
 2432 | bêbado         |     3 |        2 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.032-04 | 2017-04-14 10:53:17.078-04 |              1.5 |       0 |       0
 2660 | murcho         |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.072-04 | 2017-04-14 11:03:48.25-04  |                3 |       0 |       0
 2572 | conveniente    |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.056-04 | 2017-04-14 14:50:48.617-04 |              7.5 |       0 |       0
 2601 | lúgubre        |     7 |        2 |      0 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.062-04 | 2017-04-17 13:06:29.029-04 |              3.5 |       0 |       0
 2662 | longínquo      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.072-04 | 2017-04-12 16:08:04.991-04 |                2 |       0 |       0
 2419 | irritante      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.02-04  | 2017-04-12 16:31:58.472-04 |                2 |       0 |       0
 2506 | risonho        |    20 |        3 |      0 |      0 |      0 |      0 |      0 |      1 |      2 |      0 |      0 | 2017-04-10 12:57:41.045-04 | 2017-04-14 11:03:13.478-04 | 6.66666666666667 |       0 |       0
 2447 | decente        |    23 |        3 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 |      1 | 2017-04-10 12:57:41.035-04 | 2017-04-13 15:21:09.734-04 | 7.66666666666667 |       0 |       0
 2414 | artístico      |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.02-04  | 2017-04-13 11:26:21.642-04 |                8 |       0 |       0
 2608 | devoto         |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.063-04 | 2017-04-13 11:27:48.748-04 |                3 |       0 |       0
 2617 | injusto        |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.065-04 | 2017-04-14 11:03:05.277-04 |              3.5 |       0 |       0
 2443 | insuportável   |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.034-04 | 2017-04-13 12:09:31.418-04 |                1 |       0 |       0
 2722 | infernal       |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.083-04 | 2017-04-13 14:27:31.183-04 |                1 |       0 |       0
 2401 | chato          |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.018-04 | 2017-04-13 12:11:16.541-04 |                2 |       0 |       0
 2511 | idêntico       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.046-04 | 2017-04-13 12:16:24.491-04 |                7 |       0 |       0
 2652 | sonoro         |    14 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 |      0 | 2017-04-10 12:57:41.071-04 | 2017-04-13 12:19:42.814-04 |                7 |       0 |       0
 2682 | sórdido        |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.076-04 | 2017-04-14 10:53:47.072-04 |                1 |       0 |       0
 2622 | débil          |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.066-04 | 2017-04-13 13:02:26.835-04 |                3 |       0 |       0
 2462 | supremo        |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.038-04 | 2017-04-14 10:58:22.552-04 |                7 |       0 |       0
 2569 | legítimo       |    20 |        3 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.056-04 | 2017-04-13 13:29:23.65-04  | 6.66666666666667 |       0 |       0
 2574 | chocado        |     4 |        2 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.057-04 | 2017-04-13 14:22:40.595-04 |                2 |       0 |       0
 2594 | radical        |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.06-04  | 2017-04-17 13:14:47.642-04 |              2.5 |       0 |       0
 2428 | fantástico     |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.025-04 | 2017-04-14 10:56:47.947-04 |                9 |       0 |       0
 2467 | brasileiro     |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.04-04  | 2017-04-14 10:58:39.186-04 |                8 |       0 |       0
 2628 | ameaçador      |     8 |        4 |      1 |      2 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.067-04 | 2017-04-13 13:13:10.776-04 |                2 |       0 |       0
 2694 | frouxo         |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.078-04 | 2017-04-13 14:17:49.357-04 |                3 |       0 |       0
 2713 | receoso        |    10 |        3 |      0 |      1 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.081-04 | 2017-04-13 15:19:48.347-04 | 3.33333333333333 |       0 |       0
