  id  |      nome      | total | qtdVotos | votos1 | votos2 | votos3 | votos4 | votos5 | votos6 | votos7 | votos8 | votos9 |         createdAt          |         updatedAt          |    votosmedia    | likePos | likeNeg 
 2624 | corajoso       |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.066-04 | 2017-04-13 12:20:34.853-04 |                8 |       0 |       0
 2718 | meigo          |    23 |        3 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 |      1 | 2017-04-10 12:57:41.082-04 | 2017-04-15 08:16:45.404-04 | 7.66666666666667 |       0 |       0
 2585 | horrorizado    |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.059-04 | 2017-04-13 12:24:59.817-04 |                2 |       0 |       0
 2693 | horroroso      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.078-04 | 2017-04-13 12:15:58.623-04 |                2 |       0 |       0
 2614 | trágico        |     4 |        2 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.064-04 | 2017-04-14 11:03:54.176-04 |                2 |       0 |       0
 2653 | significativo  |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.071-04 | 2017-04-13 12:20:18.683-04 |              7.5 |       0 |       0
 2749 | propício       |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.088-04 | 2017-04-14 11:01:58.852-04 |              6.5 |       0 |       0
 2634 | sarcástico     |     5 |        2 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.068-04 | 2017-04-14 10:56:55.939-04 |              2.5 |       0 |       0
 2659 | podre          |    10 |        5 |      1 |      3 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.072-04 | 2017-04-13 14:31:11.476-04 |                2 |       0 |       0
 2688 | mesquinho      |     2 |        2 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.077-04 | 2017-04-13 13:29:40.123-04 |                1 |       0 |       0
 2679 | agressivo      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.075-04 | 2017-04-13 14:23:44.221-04 |                2 |       0 |       0
 2530 | inchado        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.049-04 | 2017-04-13 14:24:27.998-04 |                3 |       0 |       0
 2609 | constrangido   |     5 |        2 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.063-04 | 2017-04-13 14:30:39.838-04 |              2.5 |       0 |       0
 2570 | idiota         |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.056-04 | 2017-04-14 02:14:09.192-04 |                2 |       0 |       0
 2535 | escasso        |     6 |        2 |      0 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.05-04  | 2017-04-17 13:14:11.774-04 |                3 |       0 |       0
 2604 | impressionado  |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.062-04 | 2017-04-14 02:17:55.624-04 |                8 |       0 |       0
 2723 | indispensável  |    13 |        2 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.083-04 | 2017-04-14 10:52:24.372-04 |              6.5 |       0 |       0
 2644 | insensível     |     9 |        3 |      0 |      0 |      3 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.069-04 | 2017-04-28 14:02:51.331-04 |                3 |       0 |       0
 2792 | inexplicável   |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.097-04 | 2017-04-13 14:23:58.728-04 |                2 |       0 |       0
 2930 | inacessível    |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.134-04 | 2017-04-13 15:20:46.475-04 |                3 |       0 |       0
 2758 | musical        |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.089-04 | 2017-04-12 16:04:11.14-04  |                9 |       0 |       0
 2862 | acabado        |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.119-04 | 2017-04-12 16:05:43.569-04 |                7 |       0 |       0
 2852 | casto          |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.117-04 | 2017-04-13 12:59:02.306-04 |                3 |       0 |       0
 2802 | diplomático    |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.099-04 | 2017-04-13 14:30:31.325-04 |              7.5 |       0 |       0
 2729 | egoísta        |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.084-04 | 2017-04-13 11:25:04.132-04 |                1 |       0 |       0
 2773 | brutal         |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.092-04 | 2017-04-13 11:25:51.276-04 |                2 |       0 |       0
 2912 | venenoso       |     4 |        2 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.132-04 | 2017-04-14 14:50:40.06-04  |                2 |       0 |       0
 2616 | irónico        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.065-04 | 2017-04-13 11:32:52.199-04 |                3 |       0 |       0
 2812 | apagado        |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.101-04 | 2017-04-13 12:21:32.914-04 |                3 |       0 |       0
 2646 | fatigado       |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.07-04  | 2017-04-15 08:04:43.242-04 |              2.5 |       0 |       0
 2902 | criminoso      |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.131-04 | 2017-04-14 11:01:02.478-04 |                1 |       0 |       0
 2699 | económico      |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.079-04 | 2017-04-13 14:29:46.888-04 |              7.5 |       0 |       0
 2873 | precário       |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.121-04 | 2017-04-13 12:20:03.319-04 |                2 |       0 |       0
 2842 | festivo        |    22 |        3 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      1 |      0 | 2017-04-10 12:57:41.116-04 | 2017-04-13 12:22:00.229-04 | 7.33333333333333 |       0 |       0
 2897 | embriagado     |     6 |        2 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.125-04 | 2017-04-13 12:23:24.933-04 |                3 |       0 |       0
 2888 | genuíno        |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.123-04 | 2017-04-15 08:04:39.91-04  |              6.5 |       0 |       0
 2797 | febril         |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.098-04 | 2017-04-14 10:53:33.669-04 |                3 |       0 |       0
 2822 | rasgado        |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.103-04 | 2017-04-14 10:54:15.56-04  |              3.5 |       0 |       0
 2768 | enrugado       |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.091-04 | 2017-04-15 08:03:51.836-04 |              3.5 |       0 |       0
 2750 | postiço        |    10 |        3 |      0 |      0 |      2 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.088-04 | 2017-04-17 13:04:24.87-04  | 3.33333333333333 |       0 |       0
 2827 | mórbido        |    11 |        4 |      0 |      2 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.113-04 | 2017-04-17 13:14:24.694-04 |             2.75 |       0 |       0
 2776 | animal         |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.093-04 | 2017-04-14 11:00:14.318-04 |                8 |       0 |       0
 2799 | eletrônico     |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.099-04 | 2017-04-13 11:26:25.119-04 |                8 |       0 |       0
 2747 | respeitoso     |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.087-04 | 2017-04-13 11:34:06.713-04 |                8 |       0 |       0
 2859 | angustiado     |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.118-04 | 2017-04-13 11:36:23.915-04 |                3 |       0 |       0
 2844 | esquecido      |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.116-04 | 2017-04-13 12:20:05.674-04 |                3 |       0 |       0
 2753 | pavoroso       |     7 |        2 |      0 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.088-04 | 2017-04-13 12:23:05.484-04 |              3.5 |       0 |       0
 2932 | imundo         |     4 |        2 |      0 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.134-04 | 2017-04-13 12:25:11.236-04 |                2 |       0 |       0
 2854 | barulhento     |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.118-04 | 2017-04-15 08:16:48.24-04  |                3 |       0 |       0
 2706 | ágil           |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.08-04  | 2017-04-13 14:23:17.889-04 |                8 |       0 |       0
 2922 | resplandecente |    24 |        3 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      1 | 2017-04-10 12:57:41.133-04 | 2017-04-14 11:00:30.931-04 |                8 |       0 |       0
 2765 | exclusivo      |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.09-04  | 2017-04-13 13:27:02.886-04 |                9 |       0 |       0
 2942 | encharcado     |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.136-04 | 2017-04-13 14:22:33.63-04  |                2 |       0 |       0
 2870 | rebelde        |     9 |        3 |      1 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.12-04  | 2017-04-13 14:28:45.854-04 |                3 |       0 |       0
 2785 | preferido      |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.096-04 | 2017-04-17 13:12:43.649-04 |              6.5 |       0 |       0
 2885 | independente   |    14 |        2 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.123-04 | 2017-04-15 08:04:35.146-04 |                7 |       0 |       0
 2909 | apropriado     |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.132-04 | 2017-04-15 08:17:37.787-04 |              6.5 |       0 |       0
 2829 | memorável      |    21 |        3 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      1 |      0 | 2017-04-10 12:57:41.114-04 | 2017-04-17 13:08:27.753-04 |                7 |       0 |       0
 3083 | penoso         |     4 |        2 |      1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.159-04 | 2017-04-14 02:17:30.414-04 |                2 |       0 |       0
 2998 | desbotado      |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.143-04 | 2017-04-13 11:20:50.705-04 |                2 |       0 |       0
 2876 | paterno        |    22 |        3 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      1 |      0 | 2017-04-10 12:57:41.121-04 | 2017-04-17 13:04:40.777-04 | 7.33333333333333 |       0 |       0
 2845 | espaçoso       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.116-04 | 2017-04-13 11:27:19.932-04 |                7 |       0 |       0
 2871 | preso          |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.12-04  | 2017-04-13 11:31:15.023-04 |                1 |       0 |       0
 3031 | gostoso        |    16 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 | 2017-04-10 12:57:41.147-04 | 2017-04-14 10:52:27.208-04 |                8 |       0 |       0
 2900 | desapontado    |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.125-04 | 2017-04-13 11:33:29.315-04 |                2 |       0 |       0
 2850 | civilizado     |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.117-04 | 2017-04-13 11:35:57.912-04 |                7 |       0 |       0
 2881 | materno        |    16 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      2 |      0 | 2017-04-10 12:57:41.122-04 | 2017-04-13 12:14:20.752-04 |                8 |       0 |       0
 2757 | nojento        |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.089-04 | 2017-04-13 11:39:00.117-04 |                2 |       0 |       0
 2830 | maternal       |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.114-04 | 2017-04-13 12:10:25.485-04 |                8 |       0 |       0
 3059 | abobadado      |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.154-04 | 2017-04-13 12:11:32.178-04 |                3 |       0 |       0
 2800 | eficiente      |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.099-04 | 2017-04-13 12:23:08.548-04 |                8 |       0 |       0
 2928 | mal-humorado   |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.134-04 | 2017-04-14 02:17:32.397-04 |                1 |       0 |       0
 3050 | bravo          |     6 |        4 |      3 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.151-04 | 2017-04-14 02:13:55.592-04 |              1.5 |       0 |       0
 2938 | exuberante     |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.135-04 | 2017-04-14 10:57:08.952-04 |                9 |       0 |       0
 2943 | dócil          |    14 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      0 | 2017-04-10 12:57:41.136-04 | 2017-04-14 11:00:10.318-04 |                7 |       0 |       0
 2835 | imperial       |     7 |        2 |      0 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.115-04 | 2017-04-13 14:24:38.532-04 |              3.5 |       0 |       0
 2815 | abundante      |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.102-04 | 2017-04-13 14:17:35.048-04 |                7 |       0 |       0
 2988 | incessante     |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.141-04 | 2017-04-13 14:23:11.17-04  |              2.5 |       0 |       0
 3055 | adiantado      |    26 |        4 |      0 |      0 |      0 |      0 |      1 |      1 |      1 |      1 |      0 | 2017-04-10 12:57:41.152-04 | 2017-04-13 14:26:42.591-04 |              6.5 |       0 |       0
 2953 | atrevido       |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.137-04 | 2017-04-13 14:32:18.449-04 |                1 |       0 |       0
 3026 | infindável     |     6 |        2 |      1 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.146-04 | 2017-04-13 15:12:28.955-04 |                3 |       0 |       0
 2795 | flexível       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.098-04 | 2017-04-13 15:21:53.156-04 |                7 |       0 |       0
 3064 | teimoso        |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.155-04 | 2017-04-14 02:13:53.077-04 |              2.5 |       0 |       0
 2918 | separado       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.133-04 | 2017-04-14 02:17:39.702-04 |                3 |       0 |       0
 3069 | saudoso        |    13 |        2 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.156-04 | 2017-04-14 10:51:43.189-04 |              6.5 |       0 |       0
 3004 | amigável       |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.143-04 | 2017-04-12 16:08:59.255-04 |                8 |       0 |       0
 2887 | hostil         |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.123-04 | 2017-04-13 14:28:40.298-04 |                2 |       0 |       0
 2989 | impensável     |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.141-04 | 2017-04-13 12:19:20.992-04 |                3 |       0 |       0
 3009 | vergonhoso     |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.144-04 | 2017-04-13 11:37:41.47-04  |                3 |       0 |       0
 2836 | impecável      |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.115-04 | 2017-04-14 10:54:04.253-04 |              6.5 |       0 |       0
 2906 | bárbaro        |     9 |        3 |      1 |      0 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.131-04 | 2017-04-13 15:20:13.032-04 |                3 |       0 |       0
 2841 | fúnebre        |     2 |        2 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.116-04 | 2017-04-13 11:38:48.921-04 |                1 |       0 |       0
 2974 | prostrado      |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.14-04  | 2017-04-13 12:10:47.247-04 |                3 |       0 |       0
 2969 | temível        |    10 |        3 |      0 |      1 |      0 |      2 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.139-04 | 2017-04-14 14:50:57.212-04 | 3.33333333333333 |       0 |       0
 3037 | doentio        |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.149-04 | 2017-04-13 13:00:26.327-04 |                2 |       0 |       0
 3056 | acolhedor      |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.153-04 | 2017-04-13 12:25:02.414-04 |                8 |       0 |       0
 2984 | majestoso      |    15 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 | 2017-04-10 12:57:41.141-04 | 2017-04-13 12:58:45.521-04 |              7.5 |       0 |       0
 2856 | arrependido    |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.118-04 | 2017-04-15 08:17:13.967-04 |                7 |       0 |       0
 3017 | poeirento      |    13 |        4 |      0 |      2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.145-04 | 2017-04-13 13:26:25.444-04 |             3.25 |       0 |       0
 2872 | prematuro      |     9 |        3 |      0 |      1 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.12-04  | 2017-04-13 14:17:20.735-04 |                3 |       0 |       0
 3041 | cortante       |    18 |        5 |      1 |      0 |      0 |      3 |      1 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.15-04  | 2017-04-14 02:14:27.975-04 |              3.6 |       0 |       0
 2806 | bem-vindo      |    17 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      1 | 2017-04-10 12:57:41.1-04   | 2017-04-14 14:50:38.084-04 |              8.5 |       0 |       0
 3075 | reprovador     |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.157-04 | 2017-04-17 13:04:48.196-04 |                2 |       0 |       0
 3065 | sóbrio         |    26 |        4 |      0 |      0 |      0 |      0 |      1 |      1 |      1 |      1 |      0 | 2017-04-10 12:57:41.156-04 | 2017-04-17 13:13:39.222-04 |              6.5 |       0 |       0
 3006 | vigoroso       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.144-04 | 2017-04-12 16:02:19.783-04 |                7 |       0 |       0
 3061 | virtuoso       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.155-04 | 2017-04-12 16:03:12.71-04  |                7 |       0 |       0
 3080 | pitoresco      |    14 |        2 |      0 |      0 |      0 |      0 |      1 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.159-04 | 2017-04-13 11:33:33.331-04 |                7 |       0 |       0
 2788 | matinal        |    19 |        3 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      1 |      0 | 2017-04-10 12:57:41.097-04 | 2017-04-13 12:10:21.055-04 | 6.33333333333333 |       0 |       0
 2884 | inflexível     |     5 |        2 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.122-04 | 2017-04-14 10:57:12.012-04 |              2.5 |       0 |       0
 2941 | ensolarado     |    19 |        3 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      1 |      0 | 2017-04-10 12:57:41.136-04 | 2017-04-15 08:05:22.111-04 | 6.33333333333333 |       0 |       0
 2823 | perverso       |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.112-04 | 2017-04-13 11:36:57.206-04 |                2 |       0 |       0
 2898 | educado        |     9 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 | 2017-04-10 12:57:41.125-04 | 2017-04-17 13:13:24.147-04 |                9 |       0 |       0
 2971 | sublime        |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.139-04 | 2017-04-13 12:15:39.181-04 |                8 |       0 |       0
 3023 | irracional     |     5 |        2 |      1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.146-04 | 2017-04-13 12:10:15.643-04 |              2.5 |       0 |       0
 2843 | exigente       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.116-04 | 2017-04-13 12:15:43.256-04 |                3 |       0 |       0
 2991 | holandês       |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.142-04 | 2017-04-15 08:04:24.162-04 |                7 |       0 |       0
 2813 | ameno          |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.101-04 | 2017-04-13 12:19:40.318-04 |                8 |       0 |       0
 2996 | desorientado   |     5 |        2 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.142-04 | 2017-04-15 08:03:29.862-04 |              2.5 |       0 |       0
 2848 | cortês         |     8 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 | 2017-04-10 12:57:41.117-04 | 2017-04-13 13:27:58.449-04 |                8 |       0 |       0
 2931 | inacabado      |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.134-04 | 2017-04-13 14:17:01.972-04 |                1 |       0 |       0
 2779 | tranquilizador |    13 |        2 |      0 |      0 |      0 |      0 |      0 |      1 |      1 |      0 |      0 | 2017-04-10 12:57:41.095-04 | 2017-04-14 10:55:23.922-04 |              6.5 |       0 |       0
 3052 | atónito        |     7 |        2 |      0 |      0 |      1 |      1 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.152-04 | 2017-04-14 10:54:25.973-04 |              3.5 |       0 |       0
 2913 | vadio          |     5 |        3 |      1 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.132-04 | 2017-04-14 10:59:46.16-04  | 1.66666666666667 |       0 |       0
 2908 | aturdido       |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.131-04 | 2017-04-15 08:16:25.893-04 |                3 |       0 |       0
 2808 | aterrorizado   |     3 |        2 |      1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.1-04   | 2017-04-15 08:16:31.495-04 |              1.5 |       0 |       0
 2798 | entusiasmado   |    16 |        2 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 | 2017-04-10 12:57:41.099-04 | 2017-04-17 13:14:30.605-04 |                8 |       0 |       0
 3091 | maligno        |     2 |        1 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.162-04 | 2017-04-13 15:10:57.145-04 |                2 |       0 |       0
 3225 | condescendente |     7 |        1 |      0 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      0 | 2017-04-10 12:57:41.192-04 | 2017-04-13 11:30:36.797-04 |                7 |       0 |       0
 3000 | correto        |    23 |        3 |      0 |      0 |      0 |      0 |      0 |      1 |      0 |      1 |      1 | 2017-04-10 12:57:41.143-04 | 2017-04-14 10:49:15.747-04 | 7.66666666666667 |       0 |       0
 3230 | bêbedo         |     1 |        1 |      1 |      0 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.193-04 | 2017-04-14 10:56:40.361-04 |                1 |       0 |       0
 2990 | humilhante     |     5 |        3 |      1 |      2 |      0 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.142-04 | 2017-04-14 10:57:04.145-04 | 1.66666666666667 |       0 |       0
 3019 | oco            |     3 |        1 |      0 |      0 |      1 |      0 |      0 |      0 |      0 |      0 |      0 | 2017-04-10 12:57:41.145-04 | 2017-04-13 12:16:21.602-04 |                3 |       0 |       0
